label,youtube_id,time_start,time_end,split,ntu_index
folding paper,u2Sl7kMi3mg,27,37,train,134
folding paper,uGgG97-6h4s,25,35,train,134
folding paper,uS_eny8IRRY,1,11,train,134
folding paper,uUolbBC7oKA,1,11,train,134
folding paper,uwhTAYEeZiw,140,150,train,134
folding paper,v4QfroT6JnY,15,25,train,134
folding paper,v6w9sklt_sk,97,107,train,134
folding paper,vIgF9ik4eac,3,13,train,134
folding paper,vO62HAMGWLw,845,855,train,134
folding paper,vq-GmFCgDiQ,500,510,train,134
folding paper,vuLDQUfhCwM,127,137,train,134
folding paper,w-ZNOphTUC0,90,100,train,134
folding paper,wC-PLiy0YIA,0,10,train,134
folding paper,wGDbKrh-F-Y,725,735,train,134
folding paper,wKizbmgxqQQ,1,11,train,134
folding paper,wMagqyDRzBA,2,12,train,134
folding paper,wTVQZs0F2hQ,33,43,train,134
folding paper,wXhOwZsp3rc,136,146,train,134
folding paper,wwfiHvGKJDw,254,264,train,134
folding paper,x1d4ihaq-Uc,14,24,train,134
folding paper,x9aSJA-Jslo,58,68,train,134
folding paper,xF6AU5d490A,82,92,train,134
folding paper,xHQupgccgAg,224,234,train,134
folding paper,xNXIpiDwqU4,7,17,train,134
folding paper,xc6hsPk4T90,2,12,train,134
folding paper,xfONFW8NArk,802,812,train,134
folding paper,xfl2sY_0VD8,27,37,train,134
folding paper,xiS7tiRw5ug,1,11,train,134
folding paper,xj4GROp8GOI,42,52,train,134
folding paper,xnjPU4VJ31A,103,113,train,134
folding paper,xqE_tRMQzCc,155,165,train,134
folding paper,xu9jOxKai0E,3,13,train,134
folding paper,y5oUlVoRQPw,19,29,train,134
folding paper,yEeJU8abOwE,254,264,train,134
folding paper,yJIPskiThC0,28,38,train,134
folding paper,yKlQxM9ZcEE,406,416,train,134
folding paper,yO9fNM6RrxY,21,31,train,134
folding paper,yOB4zbjgBmM,102,112,train,134
folding paper,yP4OOaVGVoQ,205,215,train,134
folding paper,yQoQJegQ2no,65,75,train,134
folding paper,yQtPBG4tkUk,2,12,train,134
folding paper,yW5bQWBTiQE,63,73,train,134
folding paper,yWHjZ-_okjg,419,429,train,134
folding paper,ykmTxRpRRCw,136,146,train,134
folding paper,yxuPA9D8Nek,24,34,train,134
folding paper,z0DddwnFLZc,92,102,train,134
folding paper,z6PGg9CCkUk,91,101,train,134
folding paper,z6svC5Ag4Ng,103,113,train,134
folding paper,zA_XxK4gd14,58,68,train,134
folding paper,zBBz-X52Pbg,73,83,train,134
folding paper,zR3bLHwqqig,41,51,train,134
folding paper,zbCurkZE3fU,142,152,train,134
folding paper,zo8Cwmz0qLs,4,14,train,134
folding paper,zq00ibR9B94,12,22,train,134
folding paper,zrt250w01d0,3,13,train,134
high jump,06-1cMAy4Tg,3,13,train,152
high jump,0Ek-yT9nSCE,71,81,train,152
high jump,0IcWFMJUmAQ,26,36,train,152
high jump,0Qh6a92XQFM,2,12,train,152
high jump,0Rze2riwkj4,0,10,train,152
high jump,0VjTDISCbUw,1,11,train,152
high jump,0cqr9IrnoTM,0,10,train,152
high jump,0f9jcSBAfkk,4,14,train,152
high jump,0iiVdakTy9g,2,12,train,152
high jump,0kPkpmLk8EM,0,10,train,152
high jump,0qm0fESZ15I,1,11,train,152
high jump,0wPL02lkqWw,2,12,train,152
high jump,0wQav6fkOtc,1,11,train,152
high jump,12XwaaWzPio,0,10,train,152
high jump,1A0VmS_vGP8,11,21,train,152
high jump,1N3fZIt7Pjk,1,11,train,152
high jump,1NGNiM6ELD0,3,13,train,152
high jump,1PAVI4rmb2M,10,20,train,152
high jump,1QyY3-Nzjd0,23,33,train,152
high jump,1RPZ4BBGTKA,3,13,train,152
high jump,1U0aa9Jg7zk,2,12,train,152
high jump,1UupahCJzWg,7,17,train,152
high jump,1Wkhsrfsk1w,16,26,train,152
high jump,1_m6n0_Z_k4,4,14,train,152
high jump,1aJX4h_DmU4,3,13,train,152
high jump,1lkVUYC8dWU,52,62,train,152
high jump,1qTmm0487Ac,39,49,train,152
high jump,1xabQe9-fzs,14,24,train,152
high jump,1yV5XgHO4co,0,10,train,152
high jump,22UkcXOtVks,0,10,train,152
high jump,2L35wge-lrA,35,45,train,152
high jump,2U7t63wvvpc,0,10,train,152
high jump,2YfXYEZzYgs,1,11,train,152
high jump,2iA7cDlmri8,2,12,train,152
high jump,32uS4Fqv2mg,9,19,train,152
high jump,34gmGPbmm04,4,14,train,152
high jump,3EDhjK1l52o,25,35,train,152
high jump,3ROOAOuR7VA,1,11,train,152
high jump,3RgaJA4fyug,2,12,train,152
high jump,3WODYqItKEA,2,12,train,152
high jump,3ao5OURq11M,9,19,train,152
high jump,3hd4rce0bLM,0,10,train,152
high jump,3rIAwXYHQlA,1,11,train,152
high jump,3yAL65EeIOI,4,14,train,152
high jump,47f8h3r_ufA,3,13,train,152
high jump,49wtc57t1sA,0,10,train,152
high jump,4U4J5cXwDQo,170,180,train,152
high jump,4XriICDRGBg,13,23,train,152
high jump,4akAc8TgLcI,1,11,train,152
high jump,4bIZgvHilqo,30,40,train,152
high jump,4frglYQcB00,17,27,train,152
high jump,4gAgo_1J61E,17,27,train,152
high jump,4iP8ojQ68ks,40,50,train,152
high jump,4l-49FL79A4,125,135,train,152
high jump,4mTyueABjkw,2,12,train,152
high jump,4mqRn1pDtgM,9,19,train,152
high jump,4q9xU7pPMEA,1,11,train,152
high jump,4sK29vQEF5A,2,12,train,152
high jump,4zB_zBgMW50,189,199,train,152
high jump,53pC9gdJyXc,12,22,train,152
high jump,55RY5qAqoXo,636,646,train,152
high jump,5GDNlW8Ogc4,0,10,train,152
high jump,5LR92_L00nY,13,23,train,152
high jump,5WpUY86RSjE,10,20,train,152
high jump,5insTzyQUlU,5,15,train,152
high jump,5lv3GTUZUk4,10,20,train,152
high jump,5wigzM1WhFo,177,187,train,152
high jump,60LQJGFO7zs,2,12,train,152
high jump,60c5qcjWQho,33,43,train,152
high jump,63nGLURroOY,3,13,train,152
high jump,67Le6A2M0nI,1,11,train,152
high jump,6BYGniuK48s,0,10,train,152
high jump,6FhwngU4am0,35,45,train,152
high jump,6LsydRXchDQ,2,12,train,152
high jump,6MZOKEEUxUc,0,10,train,152
high jump,6VegnGZQFig,12,22,train,152
high jump,6Y7f6gCW0po,2,12,train,152
high jump,6ZjWIfblUVQ,2,12,train,152
high jump,6ct2YrX0yCc,0,10,train,152
high jump,6hGsL-Ioc88,1,11,train,152
high jump,6xTH16Gvlz8,5,15,train,152
high jump,74OVs0o8wGk,6,16,train,152
high jump,79R9lGF060A,3,13,train,152
high jump,7BI3oAyzhE8,104,114,train,152
high jump,7Ba95Prim7E,0,10,train,152
high jump,7CzWy4_sUmo,3,13,train,152
high jump,7GU5mheKgYI,0,10,train,152
high jump,7OdW3dj41DE,85,95,train,152
high jump,7Ot2_TzG2bk,227,237,train,152
high jump,7Rdj9bpASgw,2,12,train,152
high jump,7dntj65nOM4,1,11,train,152
high jump,7gc56ebDHGE,1,11,train,152
high jump,7qrUn2V4XWI,3,13,train,152
high jump,7xzyIVAwar8,4,14,train,152
high jump,82i_t4ZahSE,33,43,train,152
high jump,83WjKuacDBk,1,11,train,152
high jump,85RejGQKP4A,2,12,train,152
high jump,86XpVpFmvSU,0,10,train,152
high jump,87RA62R-cxw,2,12,train,152
high jump,8KJMxZoF6uc,63,73,train,152
high jump,8YgvuVa9RSA,1,11,train,152
high jump,8mJ8QCH-aI4,12,22,train,152
high jump,95v1fYf925g,6,16,train,152
high jump,981GZTQVZz8,0,10,train,152
high jump,98z0r2n3OVo,3,13,train,152
high jump,9JfMmc_1jzs,2,12,train,152
high jump,9RjfxcUtriM,0,10,train,152
high jump,9TGVrP_J4D0,71,81,train,152
high jump,9giJTHY4drU,16,26,train,152
high jump,A2vXmevitMA,2,12,train,152
high jump,AH8520JXcqQ,0,10,train,152
high jump,AHfYxaIQcyo,3,13,train,152
high jump,AL_o22sn0fg,36,46,train,152
high jump,ANbsKWvKvFw,15,25,train,152
high jump,ASArCc4_PJs,8,18,train,152
high jump,AUslC1FXtjE,2,12,train,152
high jump,Al7rnpa5ZHI,13,23,train,152
high jump,AlVziXgUZUc,3,13,train,152
high jump,AuRdttS5Ers,9,19,train,152
high jump,B3dFYeFY2zA,0,10,train,152
high jump,B7ZdgRF4pw0,13,23,train,152
high jump,B8g423WwqUE,285,295,train,152
high jump,BAe_6PHZnM0,1,11,train,152
high jump,BGH9yqYsy8M,3,13,train,152
high jump,BGIEZzO347k,5,15,train,152
high jump,BTbi-lB_KEY,0,10,train,152
high jump,BUWuU9aGkRE,3,13,train,152
high jump,BVUgaK8d2Mg,4,14,train,152
high jump,Bh1d4MEPeGQ,11,21,train,152
high jump,Bklf-wojnqg,2,12,train,152
high jump,BlhevvKiwVQ,1,11,train,152
high jump,Bvz7c3WlAwI,0,10,train,152
high jump,C69g_xqhGvI,24,34,train,152
high jump,CHPRgPKYFp0,0,10,train,152
high jump,CWAUlr60fQw,0,10,train,152
high jump,CbQ-EoLUQ0Q,277,287,train,152
high jump,CkOkWR6rmXk,13,23,train,152
high jump,ClUJ-BKVU4w,5,15,train,152
high jump,Cr6ZCbptgoo,0,10,train,152
high jump,Cs8jjj2ufW8,0,10,train,152
high jump,CtBD3BEk0e4,169,179,train,152
high jump,CzB7Ya8o0z4,7,17,train,152
high jump,CzCX5UGxfMc,1,11,train,152
high jump,Czqv52KtIJA,90,100,train,152
high jump,D5FmIos8x4s,4,14,train,152
high jump,DD6tBz5_EWA,123,133,train,152
high jump,DDjZmpQyBuU,1,11,train,152
high jump,DO5hiyHO9N8,5,15,train,152
high jump,DVvcdZ_D-RA,53,63,train,152
high jump,DXqYNzlbpeM,57,67,train,152
high jump,DYZXevQGfTE,16,26,train,152
high jump,DfJk_ZfpACM,5,15,train,152
high jump,DhWzlZh4mjk,1,11,train,152
high jump,Dt4SNn_txwU,3,13,train,152
high jump,E0AbTK69Iq4,0,10,train,152
high jump,E54aHYLZPCs,5,15,train,152
high jump,E5y8S1dOfkQ,3,13,train,152
high jump,E8jwXP-6mr4,41,51,train,152
high jump,E97hTbWO69c,1,11,train,152
high jump,E9XQ5hmGfZQ,23,33,train,152
high jump,EMGp3qHAkTA,0,10,train,152
high jump,EOXwRB5KJ_I,21,31,train,152
high jump,EQhYbShbWHg,1892,1902,train,152
high jump,EUP0mpSpal8,12,22,train,152
high jump,EZHG2kuxiSE,0,10,train,152
high jump,E_ibv5CM8QQ,3,13,train,152
high jump,EohOKJQyw_E,3,13,train,152
high jump,EprNmg7GuTw,0,10,train,152
high jump,Evw-yFJmxLQ,3,13,train,152
high jump,EyVnUXS_Yyc,1,11,train,152
high jump,F-_3wnO2uI4,2,12,train,152
high jump,F3_VkNnfj0o,11,21,train,152
high jump,F4Bx6hkHwgQ,2,12,train,152
high jump,F5od0Bokci8,2,12,train,152
high jump,F7ZzahCisUQ,4,14,train,152
high jump,FGSljqG72D0,0,10,train,152
high jump,FKpFEYLBcB0,0,10,train,152
high jump,FOWmlnlU3RQ,123,133,train,152
high jump,FTFExdMoWK4,30,40,train,152
high jump,FUjKz1qQww8,2,12,train,152
high jump,FUyXepPb8Ys,0,10,train,152
high jump,FXBszEh-8Yo,2,12,train,152
high jump,FbTFrSM05JQ,21,31,train,152
high jump,FeXiI9m-YsQ,11,21,train,152
high jump,FfGTt7iiQL8,1,11,train,152
high jump,FhdI1q9sgzQ,204,214,train,152
high jump,FnJP-o_fuWw,1,11,train,152
high jump,FogWW147dBk,1,11,train,152
high jump,FsZrzIJXOig,0,10,train,152
high jump,G1OrgDD-32c,1,11,train,152
high jump,GXNdZh4JURk,31,41,train,152
high jump,G_2ccJf4Ubw,38,48,train,152
high jump,Ga-EffsjAf4,9,19,train,152
high jump,GdMtTpafcSA,20,30,train,152
high jump,Ggv5PGJFFGQ,0,10,train,152
high jump,Gqwa2N9NGR4,43,53,train,152
high jump,H2RpJWSNsIw,2,12,train,152
high jump,H4kL7Abv-oE,8,18,train,152
high jump,HFE3G6D8eEI,6,16,train,152
high jump,HHImn-kOj2g,0,10,train,152
high jump,HLoZrUui3ts,2,12,train,152
high jump,HQbBvcgc7Uw,2,12,train,152
high jump,HXK78Sm3mHs,32,42,train,152
high jump,HX_8FihNPDQ,13,23,train,152
high jump,HYyn1YkTSGo,61,71,train,152
high jump,Hh6x9iClonI,3,13,train,152
high jump,Hhh7AnQDVhs,0,10,train,152
high jump,HjXMNkavCTI,2,12,train,152
high jump,HleccDcKMdM,0,10,train,152
high jump,HuVQEJkg9l0,2,12,train,152
high jump,HvboOTaKcuI,0,10,train,152
high jump,HxtcZYlF8Zc,3,13,train,152
high jump,I3AAOXWIFoU,2,12,train,152
high jump,I3_S7OouA_w,0,10,train,152
high jump,I53Cnvo6Ns0,3,13,train,152
high jump,I9gGER4s1O0,41,51,train,152
high jump,IC1f5yO_fEo,51,61,train,152
high jump,ICJKr44AinY,4,14,train,152
high jump,IIPW84XkLes,4,14,train,152
high jump,IMBTgiVkOt8,296,306,train,152
high jump,IXhGdHJOvig,1,11,train,152
high jump,IZlzyVkt0G4,4,14,train,152
high jump,IaoEOTwkTSk,10,20,train,152
high jump,Ihd0g68Lzsk,2,12,train,152
high jump,IiHBqGllVPY,0,10,train,152
high jump,ImsiRcxvg0o,76,86,train,152
high jump,IqyddWmW9s0,16,26,train,152
high jump,Its6lSgMVyc,3,13,train,152
high jump,J3coWVRd5do,35,45,train,152
high jump,J6mYs4-vLbQ,13,23,train,152
high jump,JBR1-Dm9tlY,9,19,train,152
high jump,JDyDZJpq1fI,2,12,train,152
high jump,JHQL-QEtWbo,0,10,train,152
high jump,JJULkwsnyMA,1,11,train,152
high jump,JQ_Ujz6QzE8,0,10,train,152
high jump,JRB2X4YKWNo,59,69,train,152
high jump,JVCs4ptCQ4Q,4,14,train,152
high jump,JjjECxV1c8U,8,18,train,152
high jump,Jjkmr8epAlY,100,110,train,152
high jump,JxuvM-ai1kE,1,11,train,152
high jump,K3ijqpg6JHc,1,11,train,152
high jump,K4khdXd0AXk,15,25,train,152
high jump,KMrT4q3GbEo,3,13,train,152
high jump,KN4uENKljc8,50,60,train,152
high jump,KYtlOQDN2z4,10,20,train,152
high jump,KYuMaMISTB4,94,104,train,152
high jump,KeIGK8i6g3Q,4,14,train,152
high jump,Kh_n8gPCwUA,4,14,train,152
high jump,KjTBDrbEnkw,9,19,train,152
high jump,Kmge0W5A4ZQ,1,11,train,152
high jump,KnEGdcmydm0,1,11,train,152
high jump,KnGgSwgv4HI,1,11,train,152
high jump,KqaQc0KGQfg,3,13,train,152
high jump,Kyq8omJjvRk,59,69,train,152
high jump,Kzjuv_iRqZA,1,11,train,152
high jump,L3ApJfju-OQ,0,10,train,152
high jump,L5JUxOWxh1I,4,14,train,152
high jump,LMZJom8luCo,8,18,train,152
high jump,LNAwF3-y1ts,2,12,train,152
high jump,LOcflyBjDkU,2,12,train,152
high jump,LRfqfndrfCo,83,93,train,152
high jump,Lb-jF7BB480,26,36,train,152
high jump,LermJMMpR14,2,12,train,152
high jump,Lexn8-guMN0,1,11,train,152
high jump,LtSZr5_dNWw,8,18,train,152
high jump,Lw3Ir8gYDIE,47,57,train,152
high jump,LwKp50Ln2gU,14,24,train,152
high jump,ME9rA5Xbz1c,1,11,train,152
high jump,MGp4F0qdmpY,4,14,train,152
high jump,MPm7DQYEITM,2,12,train,152
high jump,MY5xRnaYV00,2,12,train,152
high jump,MlFtvpaf-T4,3,13,train,152
high jump,MlVwZpnzvsg,5,15,train,152
high jump,Mpx_RmxvSxM,0,10,train,152
high jump,Mq7iSDvEG9I,1,11,train,152
high jump,MwaLa4yKioM,5,15,train,152
high jump,Mz4_CHDSeek,0,10,train,152
high jump,MzFzwNM8EBI,0,10,train,152
high jump,N3Hxeo0AAok,4,14,train,152
high jump,NAVriLlCisI,0,10,train,152
high jump,NDz6kYyMGWI,3,13,train,152
high jump,NJP0Hg8Wj5k,2,12,train,152
high jump,NL90sd_ldSQ,0,10,train,152
high jump,NRd_yqe4jmE,3,13,train,152
high jump,NXaERnfTXgI,0,10,train,152
high jump,Neam2T5DRp8,3,13,train,152
high jump,NlQx0FPVM8U,0,10,train,152
high jump,NviUW7thPrI,2,12,train,152
high jump,NwAj9PxOLYs,25,35,train,152
high jump,Nwj1DvLElvU,2,12,train,152
high jump,O3XSgWGLe-8,4,14,train,152
high jump,ONNC8AnnIlQ,250,260,train,152
high jump,ORFyLTMJE0M,3,13,train,152
high jump,OSt0SjVe9YM,1,11,train,152
high jump,OT-qsVdek-8,0,10,train,152
high jump,OVLyDFn7Iu8,1,11,train,152
high jump,OVstGvoLcz0,3,13,train,152
high jump,OWsHvMP7yPo,3,13,train,152
high jump,Ob7AkwzmEbA,0,10,train,152
high jump,Ohq-gWABEdU,5,15,train,152
high jump,OkRXuwJxyAQ,2,12,train,152
high jump,OlU5-1xPe4o,2,12,train,152
high jump,Op8LPJok9j0,12,22,train,152
high jump,Ou4ShUQPDwI,1,11,train,152
high jump,OvRMUOT-Wpk,1,11,train,152
high jump,OycP_4hBzm0,100,110,train,152
high jump,P2eJzdSOdCE,0,10,train,152
high jump,P42jWL48btM,2,12,train,152
high jump,PAa9MnZNH_U,1,11,train,152
high jump,PCTTg6bXXbA,433,443,train,152
high jump,PHARt-PHe-Y,130,140,train,152
high jump,PIGs9Qlqqg8,4,14,train,152
high jump,PJjXKvOfooA,0,10,train,152
high jump,PLvR41_0f_o,5,15,train,152
high jump,PO8g57_3W9E,46,56,train,152
high jump,PRE_SqYthA4,0,10,train,152
high jump,PSryhQ7jBiA,1,11,train,152
high jump,PT31wqbKzIo,2,12,train,152
high jump,PXGNNF5Eftk,1,11,train,152
high jump,PgP9ZZMPUqg,0,10,train,152
high jump,PiphHBnuJlw,12,22,train,152
high jump,PjJijFc50Co,1,11,train,152
high jump,PtOPYgaSkno,2,12,train,152
high jump,PyvaEVpvDME,234,244,train,152
high jump,Pz7eAL3Ahyc,1,11,train,152
high jump,Q-N1_L1U2Gs,6,16,train,152
high jump,Q-fxHoeYs1g,0,10,train,152
high jump,Q1Lh-kNlgd8,3,13,train,152
high jump,Q2_ehsqmqow,0,10,train,152
high jump,QRyrmRHHFTE,4,14,train,152
high jump,QTTiHZpKYd4,4,14,train,152
high jump,QUaQhPBENX0,2,12,train,152
high jump,QVpBYaFMCr0,11,21,train,152
high jump,QXDhT3LOoe8,1,11,train,152
high jump,Qm1kz491Kg0,7,17,train,152
high jump,QnLlHRigjtQ,1,11,train,152
high jump,QujBARcKP4I,6,16,train,152
high jump,Qvom2hkGBH4,1,11,train,152
high jump,R3AZGJbseP0,4,14,train,152
high jump,R80guOGuQek,3,13,train,152
high jump,RHMPSihmUEo,0,10,train,152
high jump,RK2PAaoi5JM,4,14,train,152
high jump,RO08GTKS4y8,16,26,train,152
high jump,RUWEN9dApHE,1,11,train,152
high jump,RW4tqpPvyoo,299,309,train,152
high jump,RnZlGbIonsE,2,12,train,152
high jump,RpKNDzuJ-Y0,1,11,train,152
high jump,RuYZZK-gXWs,9,19,train,152
high jump,RxvHECTsN0Q,2,12,train,152
high jump,Rzyzw70ttis,1,11,train,152
high jump,S2wb5ukmPrU,28,38,train,152
high jump,S4hsGMNzJWo,3,13,train,152
high jump,S5yEgAkMWDk,0,10,train,152
high jump,SCHhRH3M1a4,1,11,train,152
high jump,SEQBXQb5xKE,1,11,train,152
high jump,SF_E8SLxQJw,107,117,train,152
high jump,SGEJSKbtXAs,2,12,train,152
high jump,SKnvb3dtwRs,0,10,train,152
high jump,SQLPT4EediY,4,14,train,152
high jump,SZcQWXKl0Lc,369,379,train,152
high jump,SZtksRT6xew,3,13,train,152
high jump,SfBhVzfl-X4,259,269,train,152
high jump,SiphiVAxNTc,82,92,train,152
high jump,SpfpxqPr-a0,0,10,train,152
high jump,SsYssRPfOmw,184,194,train,152
high jump,SvKhpZ2pu0A,1,11,train,152
high jump,Swd-vIEdmlo,3,13,train,152
high jump,SxNUZNv1qRU,8,18,train,152
high jump,SzM50Fa1lLQ,5,15,train,152
high jump,TJSehDJm1Dk,0,10,train,152
high jump,TRkt3qrm2Uk,210,220,train,152
high jump,TS_Y0gXXZWY,2,12,train,152
high jump,TUSeUubpnko,7,17,train,152
high jump,TZjDS2w9t9E,4,14,train,152
high jump,T_k_CndJXgU,3,13,train,152
high jump,Tfdiw-japBo,4,14,train,152
high jump,TftzQbgmb8c,534,544,train,152
high jump,U5cnr_CrZCc,13,23,train,152
high jump,UBndsjuherw,2,12,train,152
high jump,UCtyabBzaLg,3,13,train,152
high jump,UEat4pJDZGI,2,12,train,152
high jump,UF1QWk-H2YU,4,14,train,152
high jump,UOyCLvCZGtc,0,10,train,152
high jump,UP4xc-50QXI,2,12,train,152
high jump,URQ73fpeseQ,2,12,train,152
high jump,UUCDQN7fYlM,57,67,train,152
high jump,UUp1K0aOZdc,3,13,train,152
high jump,UbMMBCQDPdo,2,12,train,152
high jump,UfJxty6HRao,1,11,train,152
high jump,UjiQmVP8zno,4,14,train,152
high jump,UqNDNAZ6Meg,3,13,train,152
high jump,UzWWgMIl3_o,0,10,train,152
high jump,VOVspmr0yT4,9,19,train,152
high jump,V_bOrL2itqI,19,29,train,152
high jump,VgIyoiyM2DI,1,11,train,152
high jump,VpK7EcLUsoY,28,38,train,152
high jump,VqUkNmPxLyo,6,16,train,152
high jump,VxQRLxwBVBU,0,10,train,152
high jump,VxQcnJak2Hk,3,13,train,152
high jump,VzepNoMW2J4,26,36,train,152
high jump,W0cx6HqQZAY,2,12,train,152
high jump,W2NtgDnuq9U,1,11,train,152
high jump,W6l6Wnkw8pQ,12,22,train,152
high jump,WAJ05NuU14I,0,10,train,152
high jump,WEve8al2v5c,0,10,train,152
high jump,WX-OaerCa6o,1,11,train,152
high jump,WYJ_SzB94A0,0,10,train,152
high jump,WZ0zHccXvAY,128,138,train,152
high jump,W_FCWR-PlB0,218,228,train,152
high jump,Wen5_Xvoi24,3,13,train,152
high jump,Wirng8Fhiv8,2,12,train,152
high jump,WjumpKYJB4o,1,11,train,152
high jump,WnI3c5fDRqg,190,200,train,152
high jump,X3L4FFLXOaU,19,29,train,152
high jump,X3YjDkNE3os,2,12,train,152
high jump,X92OphaufIQ,3,13,train,152
high jump,XM1WLyMt0ds,3,13,train,152
high jump,XUDLBM_GOQM,5,15,train,152
high jump,XepZIx3xfpc,0,10,train,152
high jump,XtRvUbJbwb4,32,42,train,152
high jump,Y2Hq-BSsQaM,2,12,train,152
high jump,Y2KuL3O6a9Q,34,44,train,152
high jump,YLKltbxcB4Y,4,14,train,152
high jump,YLtRduZPUg8,3,13,train,152
high jump,Yosl9f1nPwk,0,10,train,152
high jump,YtzwBfCOixs,1,11,train,152
high jump,YucSXCGE02k,0,10,train,152
high jump,YuekirdWglY,2,12,train,152
high jump,YwukBnpeVkM,96,106,train,152
high jump,Z43R7ukdeIc,1,11,train,152
high jump,Z9FKVbImjkM,8,18,train,152
high jump,ZEvbnxHaGGo,0,10,train,152
high jump,ZG7RwF0zxGc,3,13,train,152
high jump,ZGth02r4RLU,5,15,train,152
high jump,ZROWVVGmSaU,16,26,train,152
high jump,ZS7-KpmpSdg,12,22,train,152
high jump,ZSYEMUzpMD8,2,12,train,152
high jump,ZcjIzyzMPXQ,36,46,train,152
high jump,ZjXUI5xt3Qw,1,11,train,152
high jump,ZjZOarbHI2U,17,27,train,152
high jump,ZqPN5WXdJrM,1,11,train,152
high jump,ZqodWS4A_i0,121,131,train,152
high jump,_2ynx9GQIsA,1,11,train,152
high jump,_6BhcWn4D2I,28,38,train,152
high jump,_AKi_JQyuvk,4,14,train,152
high jump,_AdLhdCBTUI,1,11,train,152
high jump,_CjOId_iizU,3,13,train,152
high jump,_InJC1Y066M,0,10,train,152
high jump,_MfbpEnU5q4,1,11,train,152
high jump,_QSNDwsDEbc,8,18,train,152
high jump,_eUYZ4375I4,0,10,train,152
high jump,_faLD_hb0Ls,1,11,train,152
high jump,_gyp0whq5Tc,1,11,train,152
high jump,_mauxPDGhlQ,0,10,train,152
high jump,_oh6yf-2lCE,4,14,train,152
high jump,a-MWePcBjBQ,178,188,train,152
high jump,a4_r1dBPs_8,3,13,train,152
high jump,aIdpGDcPp6E,4,14,train,152
high jump,aSUVLFf2KlE,0,10,train,152
high jump,aU91NQRluJc,64,74,train,152
high jump,aas4GMpXJS4,0,10,train,152
high jump,akzvHkDcZqM,0,10,train,152
high jump,ali_XiTOp7I,1,11,train,152
high jump,am7mRcG9Vjc,15,25,train,152
high jump,b6Uhl_vRjfI,2,12,train,152
high jump,bN5qMZCLegc,10,20,train,152
high jump,bPDYzfpYkW8,2,12,train,152
high jump,bPrtN5ViqDg,3,13,train,152
high jump,bXhKrO6h3B4,0,10,train,152
high jump,baI3rJiaGSI,0,10,train,152
high jump,bes6YUsi28c,0,10,train,152
high jump,bkmIQzNbDLM,51,61,train,152
high jump,bnHrD72frAs,9,19,train,152
high jump,c0b8IVyOwQE,5,15,train,152
high jump,c93Erspm4Tc,1,11,train,152
high jump,cAxKIVSkcQs,3,13,train,152
high jump,cBhizRKVksA,0,10,train,152
high jump,cDc5ig65e_k,2,12,train,152
high jump,cELfAbf8RdY,1,11,train,152
high jump,cJcNloXVQgY,3,13,train,152
high jump,cO3Gfyekyz8,2,12,train,152
high jump,ckrC45eT0nE,36,46,train,152
high jump,cnwP9ZpPmzQ,1,11,train,152
high jump,cq4bmbfvBCE,1,11,train,152
high jump,cqlvPJFdKqc,4,14,train,152
high jump,cte6ADRPm8E,20,30,train,152
high jump,cuAKJM5UGbE,10,20,train,152
high jump,cvfcAaa19Gc,0,10,train,152
high jump,dB2q9iz2Pug,4,14,train,152
high jump,dbVb7O61zXI,1,11,train,152
high jump,ddUAxBryQi4,0,10,train,152
high jump,devjce4isW4,0,10,train,152
high jump,djM7_2LhOrE,5,15,train,152
high jump,dn_IyUQ8bS8,11,21,train,152
high jump,dpDmjMSa6Uk,2,12,train,152
high jump,dqFz8iO68Tg,3,13,train,152
high jump,dt-63QG5fPs,0,10,train,152
high jump,dxLYGeN03Wc,2,12,train,152
high jump,e-F3tAYm_3Y,4,14,train,152
high jump,e19mjbx8qaE,2,12,train,152
high jump,e5_-jV5qL6M,7,17,train,152
high jump,eEToLD_mEsk,2,12,train,152
high jump,eF3Hz4gw31I,18,28,train,152
high jump,eL_BiPywFpo,0,10,train,152
high jump,eaBxe0Y5Ucc,1,11,train,152
high jump,etCC-ZX-KW8,4,14,train,152
high jump,eybZAnwMYp4,1,11,train,152
high jump,f4u_t5vudf4,2,12,train,152
high jump,f6KPgML7iWg,41,51,train,152
high jump,fAKA2MlQHwE,1,11,train,152
high jump,fDySQibvuUk,1,11,train,152
high jump,fF-tIGR6VMU,0,10,train,152
high jump,fHRjtResqWs,1,11,train,152
high jump,fQDl2-tG9bo,0,10,train,152
high jump,fQ_zAo1UCX0,5,15,train,152
high jump,fkxcVSoY_1A,2,12,train,152
high jump,ftbyMVMXZgI,2,12,train,152
high jump,g2BjHpB-axo,16,26,train,152
high jump,g3XuNz-9Xfg,0,10,train,152
high jump,g7CkEc3lhnk,3,13,train,152
high jump,gHQjsh-OR_M,23,33,train,152
high jump,gN9Cr974AWg,2,12,train,152
high jump,gXARQgaV_ig,57,67,train,152
high jump,gbtXHbV85qE,0,10,train,152
high jump,ghIXBR5x_hw,4,14,train,152
high jump,gl2mjeJk-3I,6,16,train,152
high jump,gpk3APSCnBo,4,14,train,152
high jump,gvJGxBysbik,15,25,train,152
high jump,gzCkHqa8IXc,237,247,train,152
high jump,h8pHza3sKm0,10,20,train,152
high jump,hAsI31YZ5Vk,0,10,train,152
high jump,hMURQ3OqXr0,2,12,train,152
high jump,hTtqX2rgmXw,2313,2323,train,152
